,City,Type,Place,Timestamp,current_popularity,popularity_mo_0,popularity_mo_1,popularity_mo_2,popularity_mo_3,popularity_mo_4,popularity_mo_5,popularity_mo_6,popularity_mo_7,popularity_mo_8,popularity_mo_9,popularity_mo_10,popularity_mo_11,popularity_mo_12,popularity_mo_13,popularity_mo_14,popularity_mo_15,popularity_mo_16,popularity_mo_17,popularity_mo_18,popularity_mo_19,popularity_mo_20,popularity_mo_21,popularity_mo_22,popularity_mo_23,popularity_tu_0,popularity_tu_1,popularity_tu_2,popularity_tu_3,popularity_tu_4,popularity_tu_5,popularity_tu_6,popularity_tu_7,popularity_tu_8,popularity_tu_9,popularity_tu_10,popularity_tu_11,popularity_tu_12,popularity_tu_13,popularity_tu_14,popularity_tu_15,popularity_tu_16,popularity_tu_17,popularity_tu_18,popularity_tu_19,popularity_tu_20,popularity_tu_21,popularity_tu_22,popularity_tu_23,popularity_wed_0,popularity_wed_1,popularity_wed_2,popularity_wed_3,popularity_wed_4,popularity_wed_5,popularity_wed_6,popularity_wed_7,popularity_wed_8,popularity_wed_9,popularity_wed_10,popularity_wed_11,popularity_wed_12,popularity_wed_13,popularity_wed_14,popularity_wed_15,popularity_wed_16,popularity_wed_17,popularity_wed_18,popularity_wed_19,popularity_wed_20,popularity_wed_21,popularity_wed_22,popularity_wed_23,popularity_th_0,popularity_th_1,popularity_th_2,popularity_th_3,popularity_th_4,popularity_th_5,popularity_th_6,popularity_th_7,popularity_th_8,popularity_th_9,popularity_th_10,popularity_th_11,popularity_th_12,popularity_th_13,popularity_th_14,popularity_th_15,popularity_th_16,popularity_th_17,popularity_th_18,popularity_th_19,popularity_th_20,popularity_th_21,popularity_th_22,popularity_th_23,popularity_fr_0,popularity_fr_1,popularity_fr_2,popularity_fr_3,popularity_fr_4,popularity_fr_5,popularity_fr_6,popularity_fr_7,popularity_fr_8,popularity_fr_9,popularity_fr_10,popularity_fr_11,popularity_fr_12,popularity_fr_13,popularity_fr_14,popularity_fr_15,popularity_fr_16,popularity_fr_17,popularity_fr_18,popularity_fr_19,popularity_fr_20,popularity_fr_21,popularity_fr_22,popularity_fr_23,popularity_sat_0,popularity_sat_1,popularity_sat_2,popularity_sat_3,popularity_sat_4,popularity_sat_5,popularity_sat_6,popularity_sat_7,popularity_sat_8,popularity_sat_9,popularity_sat_10,popularity_sat_11,popularity_sat_12,popularity_sat_13,popularity_sat_14,popularity_sat_15,popularity_sat_16,popularity_sat_17,popularity_sat_18,popularity_sat_19,popularity_sat_20,popularity_sat_21,popularity_sat_22,popularity_sat_23,popularity_su_0,popularity_su_1,popularity_su_2,popularity_su_3,popularity_su_4,popularity_su_5,popularity_su_6,popularity_su_7,popularity_su_8,popularity_su_9,popularity_su_10,popularity_su_11,popularity_su_12,popularity_su_13,popularity_su_14,popularity_su_15,popularity_su_16,popularity_su_17,popularity_su_18,popularity_su_19,popularity_su_20,popularity_su_21,popularity_su_22,popularity_su_23,time_spent_lo,time_spent_hi
0,Berlin,Park,Gleisdreieck Park,26-03-2020-20-40-56,22,1,1,1,1,1,0,3,7,12,18,24,29,33,35,36,34,32,27,22,16,11,6,2,0,1,1,1,1,1,1,2,6,13,21,28,33,38,41,44,42,37,30,24,19,15,12,9,6,3,1,0,1,1,1,2,8,15,22,26,28,32,40,49,53,48,37,24,14,7,4,2,1,1,1,1,1,1,0,4,8,14,21,29,37,45,51,54,51,44,34,25,17,12,8,4,2,0,1,1,1,1,1,5,11,18,26,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,3,0,1,0,1,4,7,11,16,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,2,0,0,1,1,1,3,7,13,24,41,64,86,98,94,75,52,32,18,10,5,2,0,60,60
1,Berlin,Park,Gleisdreieck Park,27-03-2020-09-00-19,21,1,1,1,1,1,0,3,7,12,18,24,29,33,35,36,34,32,27,22,16,11,6,2,0,1,1,1,1,1,1,2,6,13,21,28,33,38,41,44,42,37,30,24,19,15,12,9,6,3,1,0,1,1,1,2,8,15,22,26,28,32,40,49,53,48,37,24,14,7,4,2,1,1,1,1,1,1,0,4,8,14,21,29,37,45,51,54,51,44,34,25,17,12,8,4,2,0,1,1,1,1,1,5,11,18,26,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,3,0,1,0,1,4,7,11,16,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,2,0,0,1,1,1,3,7,13,24,41,64,86,98,94,75,52,32,18,10,5,2,0,60,60
2,Berlin,Park,Gleisdreieck Park,27-03-2020-10-01-29,26,1,1,1,1,1,0,3,7,12,18,24,29,33,35,36,34,32,27,22,16,11,6,2,0,1,1,1,1,1,1,2,6,13,21,28,33,38,41,44,42,37,30,24,19,15,12,9,6,3,1,0,1,1,1,2,8,15,22,26,28,32,40,49,53,48,37,24,14,7,4,2,1,1,1,1,1,1,0,4,8,14,21,29,37,45,51,54,51,44,34,25,17,12,8,4,2,0,1,1,1,1,1,5,11,18,26,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,3,0,1,0,1,4,7,11,16,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,2,0,0,1,1,1,3,7,13,24,41,64,86,98,94,75,52,32,18,10,5,2,0,60,60
3,Berlin,Park,Gleisdreieck Park,27-03-2020-11-00-32,41,1,1,1,1,1,0,3,7,12,18,24,29,33,35,36,34,32,27,22,16,11,6,2,0,1,1,1,1,1,1,2,6,13,21,28,33,38,41,44,42,37,30,24,19,15,12,9,6,3,1,0,1,1,1,2,8,15,22,26,28,32,40,49,53,48,37,24,14,7,4,2,1,1,1,1,1,1,0,4,8,14,21,29,37,45,51,54,51,44,34,25,17,12,8,4,2,0,1,1,1,1,1,5,11,18,26,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,3,0,1,0,1,4,7,11,16,23,33,50,75,96,100,83,59,41,31,24,18,13,8,5,2,0,0,1,1,1,3,7,13,24,41,64,86,98,94,75,52,32,18,10,5,2,0,60,60
4,Berlin,Park,Grosser Tiergarten,27-03-2020-10-02-34,23,0,0,0,0,0,0,2,6,10,16,22,28,32,34,34,33,31,27,23,18,13,8,4,1,0,0,0,0,0,0,2,6,10,15,21,27,33,37,38,37,35,37,54,83,100,87,68,55,36,15,3,0,0,1,3,6,10,15,21,28,34,39,40,38,35,31,28,24,20,15,9,4,1,0,0,0,0,0,2,4,8,13,21,31,39,43,40,34,28,26,27,27,24,18,11,5,1,0,0,0,0,1,3,6,10,15,20,32,46,57,62,58,49,38,29,22,16,12,8,5,5,2,0,0,0,0,1,2,6,11,20,32,46,57,62,58,49,38,29,22,16,12,8,5,3,1,0,0,0,0,0,0,3,11,24,42,58,66,65,58,49,40,30,20,12,6,3,1,-,-
5,Berlin,Park,Grosser Tiergarten,27-03-2020-11-01-46,25,0,0,0,0,0,0,2,6,10,16,22,28,32,34,34,33,31,27,23,18,13,8,4,1,0,0,0,0,0,0,2,6,10,15,21,27,33,37,38,37,35,37,54,83,100,87,68,55,36,15,3,0,0,1,3,6,10,15,21,28,34,39,40,38,35,31,28,24,20,15,9,4,1,0,0,0,0,0,2,4,8,13,21,31,39,43,40,34,28,26,27,27,24,18,11,5,1,0,0,0,0,1,3,6,10,15,20,32,46,57,62,58,49,38,29,22,16,12,8,5,5,2,0,0,0,0,1,2,6,11,20,32,46,57,62,58,49,38,29,22,16,12,8,5,3,1,0,0,0,0,0,0,3,11,24,42,58,66,65,58,49,40,30,20,12,6,3,1,-,-
6,Berlin,Park,Mauer Park,26-03-2020-20-40-58,13,0,0,0,0,0,0,0,0,1,2,4,5,6,7,8,8,8,7,5,3,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,7,8,7,7,6,5,5,4,3,2,2,3,7,7,2,0,0,0,0,0,1,2,3,4,5,6,8,10,11,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,4,6,8,9,11,10,9,7,5,5,3,2,1,0,0,0,0,0,0,0,0,1,2,4,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,0,0,0,0,0,0,0,0,2,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,1,0,0,0,0,1,3,7,16,30,50,73,92,100,91,70,46,25,12,5,2,1,0,-,-
7,Berlin,Park,Mauer Park,27-03-2020-09-00-20,10,0,0,0,0,0,0,0,0,1,2,4,5,6,7,8,8,8,7,5,3,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,7,8,7,7,6,5,5,4,3,2,2,3,7,7,2,0,0,0,0,0,1,2,3,4,5,6,8,10,11,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,4,6,8,9,11,10,9,7,5,5,3,2,1,0,0,0,0,0,0,0,0,1,2,4,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,0,0,0,0,0,0,0,0,2,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,1,0,0,0,0,1,3,7,16,30,50,73,92,100,91,70,46,25,12,5,2,1,0,-,-
8,Berlin,Park,Mauer Park,27-03-2020-10-01-32,11,0,0,0,0,0,0,0,0,1,2,4,5,6,7,8,8,8,7,5,3,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,7,8,7,7,6,5,5,4,3,2,2,3,7,7,2,0,0,0,0,0,1,2,3,4,5,6,8,10,11,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,4,6,8,9,11,10,9,7,5,5,3,2,1,0,0,0,0,0,0,0,0,1,2,4,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,0,0,0,0,0,0,0,0,2,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,1,0,0,0,0,1,3,7,16,30,50,73,92,100,91,70,46,25,12,5,2,1,0,-,-
9,Berlin,Park,Mauer Park,27-03-2020-11-00-34,18,0,0,0,0,0,0,0,0,1,2,4,5,6,7,8,8,8,7,5,3,2,1,1,0,0,0,0,0,0,0,0,1,2,4,6,7,8,7,7,6,5,5,4,3,2,2,3,7,7,2,0,0,0,0,0,1,2,3,4,5,6,8,10,11,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,3,4,6,8,9,11,10,9,7,5,5,3,2,1,0,0,0,0,0,0,0,0,1,2,4,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,0,0,0,0,0,0,0,0,2,6,9,13,16,19,20,17,12,7,5,4,4,3,2,1,1,0,0,0,0,1,3,7,16,30,50,73,92,100,91,70,46,25,12,5,2,1,0,-,-
10,Berlin,Park,Treptower Park,26-03-2020-20-40-54,24,1,0,0,0,0,0,0,0,0,0,20,25,29,32,33,31,28,23,18,13,9,5,2,0,1,0,0,0,0,0,0,0,0,0,23,28,31,34,35,33,28,22,17,14,13,12,11,9,6,0,0,0,0,0,0,0,0,0,21,25,29,34,38,38,34,25,17,10,5,3,2,1,1,0,0,0,0,0,0,0,0,0,26,34,39,41,39,35,29,23,18,13,10,7,4,2,1,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,6,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,5,0,0,0,0,0,0,0,0,0,26,44,65,80,84,75,57,38,23,14,8,5,4,2,60,60
11,Berlin,Park,Treptower Park,27-03-2020-10-01-23,35,1,0,0,0,0,0,0,0,0,0,20,25,29,32,33,31,28,23,18,13,9,5,2,0,1,0,0,0,0,0,0,0,0,0,23,28,31,34,35,33,28,22,17,14,13,12,11,9,6,0,0,0,0,0,0,0,0,0,21,25,29,34,38,38,34,25,17,10,5,3,2,1,1,0,0,0,0,0,0,0,0,0,26,34,39,41,39,35,29,23,18,13,10,7,4,2,1,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,6,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,5,0,0,0,0,0,0,0,0,0,26,44,65,80,84,75,57,38,23,14,8,5,4,2,60,60
12,Berlin,Park,Treptower Park,27-03-2020-11-00-28,34,1,0,0,0,0,0,0,0,0,0,20,25,29,32,33,31,28,23,18,13,9,5,2,0,1,0,0,0,0,0,0,0,0,0,23,28,31,34,35,33,28,22,17,14,13,12,11,9,6,0,0,0,0,0,0,0,0,0,21,25,29,34,38,38,34,25,17,10,5,3,2,1,1,0,0,0,0,0,0,0,0,0,26,34,39,41,39,35,29,23,18,13,10,7,4,2,1,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,6,0,0,0,0,0,0,0,0,0,28,41,49,60,82,100,86,51,27,18,15,13,10,7,5,0,0,0,0,0,0,0,0,0,26,44,65,80,84,75,57,38,23,14,8,5,4,2,60,60
13,Berlin,Park,Volkspark Friedrichshain,26-03-2020-20-40-55,28,0,0,0,0,0,0,1,4,8,12,15,15,17,20,24,25,22,17,12,8,5,3,2,1,0,0,0,0,0,0,1,3,6,10,14,19,22,25,25,24,22,18,14,11,8,7,7,6,4,2,0,0,0,0,1,3,6,10,15,20,25,31,38,39,33,23,15,10,7,5,3,2,0,0,0,0,0,0,2,5,9,14,19,23,27,30,34,35,31,23,16,11,9,8,6,4,2,0,0,0,0,0,2,6,11,16,29,48,58,64,74,80,67,42,22,14,13,13,12,10,6,4,1,0,0,0,0,0,1,11,29,48,58,64,74,80,67,42,22,14,13,13,12,10,8,5,3,1,0,0,0,1,5,16,35,57,75,89,100,97,77,46,20,6,1,0,0,0,-,-
14,Berlin,Park,Volkspark Friedrichshain,27-03-2020-09-00-18,25,0,0,0,0,0,0,1,4,8,12,15,15,17,20,24,25,22,17,12,8,5,3,2,1,0,0,0,0,0,0,1,3,6,10,14,19,22,25,25,24,22,18,14,11,8,7,7,6,4,2,0,0,0,0,1,3,6,10,15,20,25,31,38,39,33,23,15,10,7,5,3,2,0,0,0,0,0,0,2,5,9,14,19,23,27,30,34,35,31,23,16,11,9,8,6,4,2,0,0,0,0,0,2,6,11,16,29,48,58,64,74,80,67,42,22,14,13,13,12,10,6,4,1,0,0,0,0,0,1,11,29,48,58,64,74,80,67,42,22,14,13,13,12,10,8,5,3,1,0,0,0,1,5,16,35,57,75,89,100,97,77,46,20,6,1,0,0,0,-,-
15,Berlin,Park,Volkspark Friedrichshain,27-03-2020-10-01-26,32,0,0,0,0,0,0,1,4,8,12,15,15,17,20,24,25,22,17,12,8,5,3,2,1,0,0,0,0,0,0,1,3,6,10,14,19,22,25,25,24,22,18,14,11,8,7,7,6,4,2,0,0,0,0,1,3,6,10,15,20,25,31,38,39,33,23,15,10,7,5,3,2,0,0,0,0,0,0,2,5,9,14,19,23,27,30,34,35,31,23,16,11,9,8,6,4,2,0,0,0,0,0,2,6,11,16,29,48,58,64,74,80,67,42,22,14,13,13,12,10,6,4,1,0,0,0,0,0,1,11,29,48,58,64,74,80,67,42,22,14,13,13,12,10,8,5,3,1,0,0,0,1,5,16,35,57,75,89,100,97,77,46,20,6,1,0,0,0,-,-
16,Berlin,Park,Volkspark Friedrichshain,27-03-2020-11-00-30,45,0,0,0,0,0,0,1,4,8,12,15,15,17,20,24,25,22,17,12,8,5,3,2,1,0,0,0,0,0,0,1,3,6,10,14,19,22,25,25,24,22,18,14,11,8,7,7,6,4,2,0,0,0,0,1,3,6,10,15,20,25,31,38,39,33,23,15,10,7,5,3,2,0,0,0,0,0,0,2,5,9,14,19,23,27,30,34,35,31,23,16,11,9,8,6,4,2,0,0,0,0,0,2,6,11,16,29,48,58,64,74,80,67,42,22,14,13,13,12,10,6,4,1,0,0,0,0,0,1,11,29,48,58,64,74,80,67,42,22,14,13,13,12,10,8,5,3,1,0,0,0,1,5,16,35,57,75,89,100,97,77,46,20,6,1,0,0,0,-,-
17,Berlin,Supermarket,ALDI Invalidenstraﬂe,26-03-2020-20-41-23,11,0,0,0,0,0,0,0,16,31,50,68,78,78,74,73,80,91,98,93,75,51,0,0,0,0,0,0,0,0,0,0,13,31,50,60,63,63,62,62,67,75,77,67,47,27,0,0,0,0,0,0,0,0,0,0,15,27,38,48,56,59,58,54,56,64,72,67,49,27,0,0,0,0,0,0,0,0,0,0,16,31,48,59,61,56,53,58,71,84,88,77,57,35,0,0,0,0,0,0,0,0,0,0,20,34,47,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,9,27,50,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
18,Berlin,Supermarket,ALDI Invalidenstraﬂe,27-03-2020-09-00-45,34,0,0,0,0,0,0,0,16,31,50,68,78,78,74,73,80,91,98,93,75,51,0,0,0,0,0,0,0,0,0,0,13,31,50,60,63,63,62,62,67,75,77,67,47,27,0,0,0,0,0,0,0,0,0,0,15,27,38,48,56,59,58,54,56,64,72,67,49,27,0,0,0,0,0,0,0,0,0,0,16,31,48,59,61,56,53,58,71,84,88,77,57,35,0,0,0,0,0,0,0,0,0,0,20,34,47,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,9,27,50,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
19,Berlin,Supermarket,ALDI Invalidenstraﬂe,27-03-2020-10-02-12,44,0,0,0,0,0,0,0,16,31,50,68,78,78,74,73,80,91,98,93,75,51,0,0,0,0,0,0,0,0,0,0,13,31,50,60,63,63,62,62,67,75,77,67,47,27,0,0,0,0,0,0,0,0,0,0,15,27,38,48,56,59,58,54,56,64,72,67,49,27,0,0,0,0,0,0,0,0,0,0,16,31,48,59,61,56,53,58,71,84,88,77,57,35,0,0,0,0,0,0,0,0,0,0,20,34,47,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,9,27,50,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
20,Berlin,Supermarket,ALDI Invalidenstraﬂe,27-03-2020-11-01-09,51,0,0,0,0,0,0,0,16,31,50,68,78,78,74,73,80,91,98,93,75,51,0,0,0,0,0,0,0,0,0,0,13,31,50,60,63,63,62,62,67,75,77,67,47,27,0,0,0,0,0,0,0,0,0,0,15,27,38,48,56,59,58,54,56,64,72,67,49,27,0,0,0,0,0,0,0,0,0,0,16,31,48,59,61,56,53,58,71,84,88,77,57,35,0,0,0,0,0,0,0,0,0,0,20,34,47,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,9,27,50,66,69,74,87,91,81,79,94,100,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
21,Berlin,Supermarket,Hit Ullrich Kantstraﬂe,26-03-2020-20-41-17,7,0,0,0,0,0,0,0,5,9,15,20,24,26,26,26,29,39,51,53,42,35,32,13,0,0,0,0,0,0,0,0,5,10,16,22,26,28,27,26,30,36,41,39,33,29,21,9,0,0,0,0,0,0,0,0,5,10,15,21,26,30,32,33,36,43,51,50,39,32,28,13,0,0,0,0,0,0,0,0,5,10,17,24,29,32,32,32,36,44,50,49,44,38,26,10,0,0,0,0,0,0,0,0,5,10,15,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,2,4,7,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,0,0,11,23,41,60,73,81,87,96,100,92,83,67,33,0,0,20,20
22,Berlin,Supermarket,Hit Ullrich Kantstraﬂe,27-03-2020-09-00-40,17,0,0,0,0,0,0,0,5,9,15,20,24,26,26,26,29,39,51,53,42,35,32,13,0,0,0,0,0,0,0,0,5,10,16,22,26,28,27,26,30,36,41,39,33,29,21,9,0,0,0,0,0,0,0,0,5,10,15,21,26,30,32,33,36,43,51,50,39,32,28,13,0,0,0,0,0,0,0,0,5,10,17,24,29,32,32,32,36,44,50,49,44,38,26,10,0,0,0,0,0,0,0,0,5,10,15,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,2,4,7,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,0,0,11,23,41,60,73,81,87,96,100,92,83,67,33,0,0,20,20
23,Berlin,Supermarket,Hit Ullrich Kantstraﬂe,27-03-2020-10-02-06,16,0,0,0,0,0,0,0,5,9,15,20,24,26,26,26,29,39,51,53,42,35,32,13,0,0,0,0,0,0,0,0,5,10,16,22,26,28,27,26,30,36,41,39,33,29,21,9,0,0,0,0,0,0,0,0,5,10,15,21,26,30,32,33,36,43,51,50,39,32,28,13,0,0,0,0,0,0,0,0,5,10,17,24,29,32,32,32,36,44,50,49,44,38,26,10,0,0,0,0,0,0,0,0,5,10,15,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,2,4,7,11,15,19,21,23,27,33,41,43,40,40,43,25,0,0,0,0,0,0,0,0,0,0,11,23,41,60,73,81,87,96,100,92,83,67,33,0,0,20,20
